Haikyuu!! Second Season,Comedy,Sports,Drama,School,Shounen
Shigatsu wa Kimi no Uso,Drama,Music,Romance,School,Shounen
Made in Abyss,Sci-Fi,Adventure,Mystery,Drama,Fantasy
Fullmetal Alchemist: Brotherhood,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen
Kizumonogatari III: Reiketsu-hen,Action,Mystery,Supernatural,Vampire
Mob Psycho 100 II,Action,Slice of Life,Comedy,Supernatural
Sen to Chihiro no Kamikakushi,Adventure,Supernatural,Drama
Kimetsu no Yaiba,Action,Demons,Historical,Shounen,Supernatural
Owarimonogatari 2nd Season,Mystery,Comedy,Supernatural,Vampire
Code Geass: Hangyaku no Lelouch R2,Action,Military,Sci-Fi,Super Power,Drama,Mecha
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Comedy,Sports,Drama,School,Shounen
Gintama.,Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Action,Sci-Fi,Comedy,Historical,Parody,Samurai,Shounen
Gintama,Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen
Clannad: After Story,Slice of Life,Comedy,Supernatural,Drama,Romance
Gintama': Enchousen,Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen
One Punch Man,Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural,Seinen
Kaguya-hime no Monogatari,Fantasy,Historical
Koukaku Kidoutai 2.0,Action,Sci-Fi,Police,Psychological,Mecha,Seinen
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Comedy,Josei,Music,Romance
Saraiya Goyou,Mystery,Historical,Drama,Samurai,Seinen
Saint Seiya: Meiou Hades Meikai-hen,Action,Adventure,Demons,Fantasy,Sci-Fi,Shounen,Super Power
Noragami OVA,Action,Adventure,Comedy,Supernatural,Shounen
Lupin III: Part II,Action,Adventure,Mystery,Comedy,Seinen
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Slice of Life,Comedy,Fantasy
Kuroko no Basket 2nd Season NG-shuu,Comedy,Sports
K-On!: Live House!,Comedy,Music,School,Slice of Life
K-On!,Slice of Life,Comedy,Music,School
InuYasha Movie 3: Tenka Hadou no Ken,Action,Adventure,Comedy,Historical,Demons,Supernatural,Drama,Magic,Romance,Fantasy,Shounen
Hidamari Sketch x ☆☆☆ Specials,Slice of Life,Comedy,School,Seinen
Haikyuu!! Movie 2: Shousha to Haisha,Comedy,Sports,Drama,School,Shounen
Gochuumon wa Usagi Desu ka??: Dear My Sister,Slice of Life,Comedy
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Action,Drama,Military,Sci-Fi,Space
Gekkan Shoujo Nozaki-kun Specials,Comedy,Romance,School
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Action,Military,Adventure,Fantasy
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Slice of Life,Comedy
Digimon Adventure,Action,Adventure,Comedy,Fantasy,Kids
Byousoku 5 Centimeter,Slice of Life,Drama,Romance
Detective Conan OVA 10: Kid in Trap Island,Adventure,Comedy,Mystery,Police,Shounen
Bungou Stray Dogs: Dead Apple,Action,Comedy,Mystery,Super Power,Supernatural
Asagao to Kase-san.,Romance,School,Shoujo Ai
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,Action,Comedy,School,Shounen
Yaoguai Mingdan 2nd Season,Action,Comedy,Romance,Fantasy
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Action,Drama,Military,Sci-Fi,Space
Transformers the Movie,Action,Mecha
Toshokan Sensou: Kakumei no Tsubasa,Action,Comedy,Military,Romance
Shokugeki no Souma: Shin no Sara,Ecchi,School,Shounen
Paradise Kiss,Comedy,Drama,Josei,Romance,Slice of Life
Manga de Wakaru! Fate/Grand Order,Comedy
Lucky☆Star: Original na Visual to Animation,Comedy,Parody,School,Slice of Life
Last Exile,Action,Sci-Fi,Adventure
Koukaku Kidoutai 2: Innocence,Military,Sci-Fi,Police,Psychological,Mecha
Heartcatch Precure!,Action,Slice of Life,Fantasy,Magic,Comedy,School,Shoujo
Hidamari Sketch x 365,Slice of Life,Comedy,School,Seinen
Ginga Tetsudou 999,Sci-Fi,Adventure,Space,Drama
Gundam Build Fighters,Action,Sci-Fi,Mecha
Ghost Hunt,Mystery,Comedy,Horror,Supernatural,Shoujo
Gakuen Babysitters,Comedy,School,Shoujo,Slice of Life
Detective Conan Movie 23: The Fist of Blue Sapphire,Action,Mystery,Comedy,Police,Drama,Shounen
Bleach,Action,Adventure,Comedy,Super Power,Supernatural,Shounen
Akagami no Shirayuki-hime,Fantasy,Romance,Drama,Shoujo
91 Days,Action,Drama,Historical
Wolf's Rain,Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi
Tentai Senshi Sunred,Comedy,Parody,Super Power,Seinen
